EventIndex,caseID,event time:timestamp,event concept:name,eventID ,case Spend area text,case Document Type,case Sub spend area text,case Purch. Doc. Category name,case Vendor,case Item Type,case Item Category,case Spend classification text,case Source,case Name,case GR-Based Inv. Verif.,case Item,case concept:name,case Goods Receipt,event User,event org:resource,event Cumulative net worth (EUR)
228843,4507026474 1,2018-05-03 04:25:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228844,4507026474 1,2018-05-03 04:25:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228847,4507026474 1,2018-05-03 04:28:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228848,4507026474 1,2018-05-03 04:28:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
228849,4507026474 1,2018-05-03 04:28:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228850,4507026474 1,2018-05-03 04:28:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228851,4507026474 1,2018-05-03 04:28:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,14278.0
228852,4507026474 1,2018-05-03 04:28:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1063.0
228855,4507026474 1,2018-05-03 04:30:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,2126.0
228853,4507026474 1,2018-05-03 04:30:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228854,4507026474 1,2018-05-03 04:30:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228856,4507026474 1,2018-05-03 04:31:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228857,4507026474 1,2018-05-03 04:31:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228858,4507026474 1,2018-05-03 04:31:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228859,4507026474 1,2018-05-03 04:31:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228863,4507026474 1,2018-05-03 04:32:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228864,4507026474 1,2018-05-03 04:32:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228862,4507026474 1,2018-05-03 04:32:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,21114.0
228861,4507026474 1,2018-05-03 04:32:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228860,4507026474 1,2018-05-03 04:32:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228865,4507026474 1,2018-05-03 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228866,4507026474 1,2018-05-03 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228867,4507026474 1,2018-05-03 04:35:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1139.0
228868,4507026474 1,2018-05-03 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228869,4507026474 1,2018-05-03 04:35:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1974.0
228870,4507026474 1,2018-05-03 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228871,4507026474 1,2018-05-03 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228872,4507026474 1,2018-05-03 04:36:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,3797.0
228873,4507026474 1,2018-05-03 04:36:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,9949.0
228874,4507026474 1,2018-05-03 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228875,4507026474 1,2018-05-03 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228876,4507026474 1,2018-05-03 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228879,4507026474 1,2018-05-03 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
228878,4507026474 1,2018-05-03 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228877,4507026474 1,2018-05-03 04:38:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,4557.0
228880,4507026474 1,2018-05-03 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,8050.0
228881,4507026474 1,2018-05-03 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
228882,4507026474 1,2018-05-03 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228883,4507026474 1,2018-05-03 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,18911.0
228884,4507026474 1,2018-05-03 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228885,4507026474 1,2018-05-03 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228886,4507026474 1,2018-05-03 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228887,4507026474 1,2018-05-03 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228888,4507026474 1,2018-05-03 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228889,4507026474 1,2018-05-03 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228890,4507026474 1,2018-05-03 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228891,4507026474 1,2018-05-03 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,32658.0
228892,4507026474 1,2018-05-03 04:48:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228894,4507026474 1,2018-05-03 04:49:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228893,4507026474 1,2018-05-03 04:49:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228895,4507026474 1,2018-05-03 04:49:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,22025.0
